Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotacion AM
SANTIAGO PINOTEPA NA,169302,,1,0,0,1,0,0
SANTIAGO PINOTEPA NA,169301,,9,0,0,9,0,0
IZTAPALAPA D.F.,201028,,2,0,0,2,0,0
IZTAPALAPA D.F.,201020,,6,0,0,6,0,0
"CUAUTLANCINGO, PUE",201215,CTLG COORDINACION TRANSP,2,0,0,2,0,0
IZTAPALAPA D.F.,201024,,2,0,0,2,0,0
"CUAUTLANCINGO, PUE",201209,CTLG SUMINISTRO,3,0,0,3,0,0
IZTAPALAPA D.F.,211102,IZTP HABILITADO MOTOS,4,0,0,4,0,0
IZTAPALAPA D.F.,216410,,1,0,0,1,0,0
IZTAPALAPA D.F.,216405,,0,0,0,0,0,0
IZTAPALAPA D.F.,211102,,4,0,0,4,0,0
ATOYAC DE ALVAREZ,169702,,1,0,0,1,0,0
JIUTEPEC MORELO,161902,,2,0,0,2,0,0
IZTAPALAPA D.F.,216410,IZTP STAFF BODEGA ROPA,1,0,0,1,0,0
"IXTAPALUCA, E.M",201620,,6,0,0,5,0,0
"CUAUTLANCINGO, PUE",169910,CTLG DISTRIBUCION VI AAA,3,0,0,3,0,0
"TECAMACHALCO,PU",161701,TMCH DISTRIBUCION,4,0,0,4,0,0
IZTAPALAPA D.F.,201024,IZTP SUMINISTROS,2,0,0,2,0,0
GUADALAJARA JAL,215601,GDLJ ZONA BODEGA ROPA,3,0,0,4,0,0
"IXTAPALUCA, E.M",201334,,1,0,0,1,0,0
"IXTAPALUCA, E.M",201626,,2,0,0,2,0,0
"PUEBLA, PUEBLA.",216111,PBLA ENVIO A CLIENTES,3,0,0,3,0,0
"PUEBLA, PUEBLA.",153302,PBLA EMBARQUES I,4,0,0,4,0,0
"NAVOJOA, SON.",151301,,8,0,0,7,0,0
"HERMOSILLO, SON",200216,,2,0,0,2,0,0
"HERMOSILLO, SON",215904,,4,0,0,5,0,0
IZTAPALAPA D.F.,201020,IZTP BODEGA MUEBLES,6,0,0,6,0,0
"HERMOSILLO, SON",215911,,12,0,0,2,0,0
"CD OBREGON, SON",150403,,6,0,0,6,0,0
SALINA CRUZ OAX,202501,SCRZ DISTRIBUCION,12,0,0,12,0,0
OAXACA OAXACA,153704,OAXC COORDINADOR DE DISTRIBUCI,2,0,0,2,0,0
IZTAPALAPA D.F.,216405,IZTP COLGADO II,0,0,0,0,0,0
GUADALAJARA JAL,153611,GDLJ MEDIA MILLA,1,0,0,1,0,0
CUAUTITLAN IZCA,216805,CTLZ ZONA BODEGA ROPA,4,0,0,4,0,0
"ZAMORA, MICH.",152801,,22,0,0,22,0,0
TLAQUEPAQUE,202223,,2,0,0,2,0,0
OAXACA OAXACA,157503,OAXC DISTRIBUCIÓN RAC,1,0,0,0,3,0
"TUXTEPEC, OAX",160301,TXTP DISTRIBUCION,29,0,0,15,0,0
"ALTAMIRA, TAM",168304,ALTM DISTRIBUCION FORANEO,2,0,0,2,0,0
"ALTAMIRA, TAM",168303,ALTM DISTRIBUCION RAC,1,0,0,1,0,0
"MATAMOROS, TAM.",156602,MTMS DISTRIBUCION RAC,1,0,0,0,0,0
"REYNOSA, TAM.",155103,RYNS DISTRIBUCION FORANEO,2,0,0,2,0,0
JIUTEPEC MORELO,161902,JUTP DISTRIBUCION RAC,2,0,0,2,0,0
"COLIMA, COL.",152702,,1,0,0,1,0,0
"GUADALUPE, N.L.",200537,GDLP COORDINACION TRANSP,2,0,0,2,0,0
AUTLAN DE NAVARRO,166803,,4,0,0,4,0,0
AUTLAN DE NAVARRO,166801,,4,0,0,4,0,0
"TEPIC, NAY",150802,,1,0,0,1,0,0
GUADALAJARA JAL,215601,,3,0,0,4,0,0
"IXTAPALUCA, E.M",201626,IXTP SUMINISTROS,1,0,0,2,0,0
"TEPIC, NAY",150802,TPIC DISTRIBUCION RAC,1,0,0,1,0,0
GUADALAJARA JAL,153611,,1,0,0,1,0,0
GUADALAJARA JAL,200617,,2,0,0,2,0,0
"TAMPICO, TAM.",163002,TMPC DISTRIBUCION RAC,1,0,0,1,0,0
"NUEVO LAREDO, T",155605,NLRD DISTRIBUCION FORANEO,2,0,0,2,0,0
"NUEVO LAREDO, T",155604,NLRD DISTRIBUCION RAC,1,0,0,0,0,0
"GUAMUCHIL, SIN.",150302,,7,0,0,7,0,0
"IXTAPALUCA, E.M",216908,IXTP PICKING DOBLADO,11,0,0,10,0,0
"ESCUINAPA, SIN.",154902,ESCP DISTRIBUCION FORANEO,8,0,0,8,0,0
"ESCUINAPA, SIN.",154901,ESCP DISTRIBUCION,6,0,0,6,0,0
"GUAMUCHIL, SIN.",150301,,5,0,0,5,0,0
"ESCUINAPA, SIN.",154902,,8,0,0,8,0,0
"ESCUINAPA, SIN.",154901,,6,0,0,6,0,0
CULIACAN SIN.,200141,,2,0,0,2,0,0
CULIACAN SIN.,215106,,5,0,0,5,0,0
"MONTERREY, N.L.",200523,MTRY COORDINACION TRANSP,2,0,0,2,0,0
"MONTERREY, N.L.",200516,MTRY SUMINISTROS,3,0,0,3,0,0
"IXTAPALUCA, E.M",201620,IXTP BODEGA MUEBLES,6,0,0,5,0,0
CUAUTITLAN IZCA,201333,CTLZ DISTRIBUCION VII AAA,1,0,0,1,0,0
CUAUTITLAN IZCA,201309,CTLZ DISTRIBUCION II,15,0,0,16,0,0
CUAUTITLAN IZCA,201332,,2,0,0,2,0,0
CUAUTITLAN IZCA,216805,,4,0,0,4,0,0
CUAUTITLAN IZCA,201320,,7,0,0,7,0,0
CUAUTITLAN IZCA,216811,,1,0,0,1,0,0
CUAUTITLAN IZCA,201333,,1,0,0,1,0,0
CUAUTITLAN IZCA,201309,,15,0,0,16,0,0
"IXTAPALUCA, E.M",201334,IXTP DISTRIBUCION V AAA,1,0,0,1,0,0
"SALTILLO, COAH.",151503,SALT DISTRIBUCION RAC,2,0,0,2,0,0
"SAN QUINTIN, BCN",153513,#N/A,4,0,0,3,0,0
"NAVOJOA, SON.",151301,NVJA DISTRIBUCION,8,0,0,7,0,0
"ENSENADA, BCN",153603,ENSD DISTRIBUCION FORANEO,2,0,0,2,0,0
"TIJUANA, BCN",215223,TJNA HABILITADO MOTOS,2,0,0,2,0,0
"TIJUANA, BCN",215214,TJNA SUMINISTROS,2,0,0,2,0,0
"CD OBREGON, SON",150403,CDOB DISTRIBUCION FORANEO,6,0,0,6,0,0
CULIACAN SIN.,200141,CLCN COORDINACION TRANSP,2,0,0,2,0,0
"TIJUANA, BCN",215211,TJNA LOTEO,8,0,0,8,0,0
"TIJUANA, BCN",153504,TJNA DISTRIBUCION IV,1,0,0,2,0,0
"TIJUANA, BCN",215220,TJNA ZONA CEDIS MUEBLES,4,0,0,4,0,0
AZCAPOTZALCO DF,200731,,1,0,0,2,0,0
"TIJUANA, BCN",215218,TJNA OFICINA CONTROL,6,0,0,6,0,0
"HERMOSILLO, SON",200216,HLLO COORDINACION TRANSP,2,0,0,2,0,0
"HERMOSILLO, SON",215911,#N/A,12,0,0,1,0,0
AZCAPOTZALCO DF,215707,,0,0,0,0,0,0
AZCAPOTZALCO DF,200720,,6,0,0,5,0,0
AZCAPOTZALCO DF,200718,,7,0,0,8,0,0
AZCAPOTZALCO DF,200735,,3,0,0,3,0,0
AZCAPOTZALCO DF,200736,,3,0,0,3,0,0
AZCAPOTZALCO DF,200737,,6,0,0,1,0,0
AZCAPOTZALCO DF,200734,,3,0,0,3,0,0
CULIACAN SIN.,200132,CLCN SUMINISTROS,4,0,0,4,0,0
CULIACAN SIN.,200131,CLCN PISO,8,0,0,8,0,0
"MEXICALI, BCN.",220409,MXLI LOTEO,5,0,0,6,0,0
VILLAHERMOSA,200922,,2,0,0,1,0,0
VILLAHERMOSA,216204,,4,0,0,4,0,0
VILLAHERMOSA,200920,,6,0,0,6,0,0
"CINTALAPA, CHIAPAS",165601,CNTP DISTRIBUCION,6,0,0,6,0,0
"FRONTERA COMALAPA,CH",165401,FCML DISTRIBUCION,8,0,0,6,0,0
"TONALA, CHIAPAS",165403,TNLC DISTRIBUCION,8,0,0,8,0,0
COMITAN D D CHI,162401,CMTN DISTRIBUCION,13,0,0,13,0,0
S CRISTOBAL CHI,161002,SNCC DISTRIBUCION FORANEO,2,0,0,2,0,0
VILLAHERMOSA,216209,,16,0,0,17,0,0
TUXTLA GUTIERRE,162502,TXGT DISTRIBUCION RAC,1,0,0,1,0,0
TAPACHULA CHIAP,160705,TPCH DISTRIBUCION RAC,1,0,0,1,0,0
"HERMOSILLO, SON",215904,HLLO ZONA BODEGA ROPA,5,0,0,5,0,0
CULIACAN SIN.,200129,CLCN LOTEO,10,0,0,10,0,0
AZCAPOTZALCO DF,200736,#N/A,3,0,0,1,0,0
AZCAPOTZALCO DF,200737,#N/A,4,0,0,2,0,0
AZCAPOTZALCO DF,215707,AZCP ZONA BODEGA ROPA,0,0,0,1,0,0
AZCAPOTZALCO DF,200718,AZCP TALLER DE SERV 2,7,0,0,8,0,0
AZCAPOTZALCO DF,200734,AZCP DISTRIBUCION VII,3,0,0,3,0,0
