Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotacion AM
TEXCOCO EDO MEX,218209,,25,1,0.04,25,20,0.8
VILLAHERMOSA,200916,,15,2,0.13333333333333333,15,12,0.8
"MERIDA, YUCATAN",201717,,10,0,0,10,8,0.8
"CD OBREGON, SON",150401,,10,1,0.1,10,8,0.8
"CUAUTLANCINGO, PUE",169901,,35,8,0.22857142857142856,25,20,0.8
"GOMEZ PAL, DGO.",200306,,18,2,0.1111111111111111,19,15,0.7894736842105263
TLAQUEPAQUE,159509,,34,6,0.17647058823529413,38,30,0.7894736842105263
TEXCOCO EDO MEX,218203,TXCC DESCARGA 1,42,3,0.07142857142857142,42,33,0.7857142857142857
CUAUTITLAN IZCA,216801,,25,0,0,23,18,0.782608695652174
SAN LUIS POTOSI,212205,,10,2,0.2,9,7,0.7777777777777778
"CUAUTLANCINGO, PUE",155202,,10,1,0.1,9,7,0.7777777777777778
"CUAUTLANCINGO, PUE",155202,CTLG ESTACION RAC,10,0,0,9,7,0.7777777777777778
VERACRUZ VER,155307,VRCZ DISTRIBUCION V AA,20,2,0.1,18,14,0.7777777777777778
IZTAPALAPA D.F.,201016,,38,4,0.10526315789473684,36,28,0.7777777777777778
VERACRUZ VER,165306,,8,1,0.125,9,7,0.7777777777777778
TLAQUEPAQUE,218109,TLQP STAFF BODEGA ROPA,19,3,0.15789473684210525,22,17,0.7727272727272727
TEXCOCO EDO MEX,218207,TXCC STAFF,22,1,0.045454545454545456,22,17,0.7727272727272727
"CUAUTLANCINGO, PUE",201204,CTLG TALLER DE SERVICIOS 2,27,3,0.1111111111111111,26,20,0.7692307692307693
TECAMAC,201841,,31,2,0.06451612903225806,30,23,0.7666666666666667
AZCAPOTZALCO DF,200716,AZCP DESCARGA I,32,4,0.125,30,23,0.7666666666666667
"MERIDA, YUCATAN",201709,MRDA DESCARGA I,50,6,0.12,47,36,0.7659574468085106
VERACRUZ VER,202018,,35,1,0.02857142857142857,34,26,0.7647058823529411
AGUASCALIENTES,151703,,19,2,0.10526315789473684,17,13,0.7647058823529411
"HERMOSILLO, SON",200212,HLLO DESCARGA I,20,1,0.05,21,16,0.7619047619047619
"MONTERREY, N.L.",154005,,27,4,0.14814814814814814,25,19,0.76
"REYNOSA, TAM.",155101,RYNS DISTRIBUCION,31,3,0.0967741935483871,29,22,0.7586206896551724
"LA PAZ, BCS",216504,LPAZ PICKING,9,1,0.1111111111111111,8,6,0.75
"GOMEZ PAL, DGO.",200323,GPLC RACK,16,1,0.0625,20,15,0.75
"ALTAMIRANO, GUERRERO",168802,,11,1,0.09090909090909091,12,9,0.75
BENITO JUAREZ QROO,169604,,4,0,0,4,3,0.75
SANTA ROSALIA,168401,,4,0,0,4,3,0.75
SANTA ROSALIA,168401,STAR DISTRIBUCION,4,0,0,4,3,0.75
TLAQUEPAQUE,202218,TLQP HABILITADO MOTOS,8,0,0,8,6,0.75
"DURANGO, DGO.",151003,DRGO DISTRIBUCION FORANEO,8,0,0,8,6,0.75
VILLA ALBERTO ALVARA,202401,,4,0,0,4,3,0.75
"CELAYA, GTO.",153211,CLYA DISTRIBUCION FORANEO,12,2,0.16666666666666666,12,9,0.75
"TOLUCA, EDO MEX",153208,TOLC DISTRIBUCION III,26,3,0.11538461538461539,24,18,0.75
TLAQUEPAQUE,202220,,9,2,0.2222222222222222,8,6,0.75
TLAQUEPAQUE,202212,TLQP PISO,12,0,0,12,9,0.75
"XALAPA,VERACRUZ",161304,XLPA DISTRIBUCION FORANEO,4,0,0,4,3,0.75
VERACRUZ VER,202017,,4,0,0,4,3,0.75
"GOMEZ PAL, DGO.",200323,,17,0,0,20,15,0.75
"MONTERREY, N.L.",210503,,4,0,0,4,3,0.75
VILLA ALBERTO ALVARA,202401,VINO DISTRIBUCION,2,2,1,4,3,0.75
NUEVO CASAS GRANDES,156202,NCGS DISTRIBUCION,5,1,0.2,4,3,0.75
"XALAPA,VERACRUZ",161304,,4,0,0,4,3,0.75
"MONTERREY, N.L.",215503,MTRY COLGADO I,28,3,0.10714285714285714,32,24,0.75
"MONTERREY, N.L.",210503,MTRY HABILITADO MOTOS,4,0,0,4,3,0.75
"CHIHUAHUA, CHI",215413,CHUA PISO,4,1,0.25,4,3,0.75
TECAMAC,201843,TCMD EMBARQUES II,3,0,0,4,3,0.75
"MONTERREY, N.L.",154005,MTRY DESCARGA II,29,1,0.034482758620689655,24,18,0.75
BENITO JUAREZ QROO,169604,CNCN DISTRIBUCION FORANEO,4,1,0.25,4,3,0.75
VERACRUZ VER,202017,VRCZ SUMINISTROS,4,0,0,4,3,0.75
"MONTERREY, N.L.",215512,MTRY CALIDAD,44,3,0.06818181818181818,43,32,0.7441860465116279
IZTAPALAPA D.F.,201016,IZTP DESCARGA I,39,3,0.07692307692307693,35,26,0.7428571428571429
TLAQUEPAQUE,202203,TLQP TALLER DE SERVICIOS 2,20,0,0,19,14,0.7368421052631579
"IXTAPALUCA, E.M",201623,,17,0,0,19,14,0.7368421052631579
"CHIHUAHUA, CHI",151605,,21,1,0.047619047619047616,19,14,0.7368421052631579
"MEXICALI, BCN.",150704,MXLI DESCARGA I,16,1,0.0625,19,14,0.7368421052631579
TECAMAC,201852,TCMD TRASLADO,16,0,0,15,11,0.7333333333333333
TECAMAC,201841,TCMC DESCARGA,30,1,0.03333333333333333,30,22,0.7333333333333333
"SALTILLO, COAH.",151501,SALT DISTRIBUCION,17,2,0.11764705882352941,15,11,0.7333333333333333
"MONTERREY, N.L.",154003,MTRY DISTRIBUCION III,26,1,0.038461538461538464,26,19,0.7307692307692307
"MERIDA, YUCATAN",201709,,51,2,0.0392156862745098,48,35,0.7291666666666666
TEXCOCO EDO MEX,218211,,11,1,0.09090909090909091,11,8,0.7272727272727273
PUERTO ESCONDIDO,167401,,11,0,0,11,8,0.7272727272727273
"MAZATLAN, SIN.",150501,,24,0,0,22,16,0.7272727272727273
GUADALAJARA JAL,200618,GDLJ TRASLADO,21,1,0.047619047619047616,22,16,0.7272727272727273
TLAQUEPAQUE,218109,,20,0,0,22,16,0.7272727272727273
"IXTAPALUCA, E.M",201622,IXTP LOTEO,10,0,0,11,8,0.7272727272727273
"QUERETARO, QRO.",153001,,22,4,0.18181818181818182,22,16,0.7272727272727273
"CD VICTORIA,TAM",160901,CDVC DISTRIBUCION,11,0,0,11,8,0.7272727272727273
"MONTERREY, N.L.",215502,,41,4,0.0975609756097561,40,29,0.725
"HERMOSILLO, SON",215906,,15,3,0.2,18,13,0.7222222222222222
"LEON, GTO.",200423,LEON RACK,14,0,0,18,13,0.7222222222222222
"GOMEZ PAL, DGO.",200316,,18,2,0.1111111111111111,18,13,0.7222222222222222
CUAUTITLAN IZCA,201310,CTLZ DISTRIBUCION III,18,0,0,18,13,0.7222222222222222
CUAUTITLAN IZCA,201310,,18,0,0,18,13,0.7222222222222222
"IXTAPALUCA, E.M",201607,,23,2,0.08695652173913043,25,18,0.72
"MONTERREY, N.L.",215503,,30,4,0.13333333333333333,32,23,0.71875
TLAQUEPAQUE,159509,TLQP DESCARGA 111,40,2,0.05,39,28,0.717948717948718
"CUAUTLANCINGO, PUE",201206,CTLG LOTEO,28,4,0.14285714285714285,28,20,0.7142857142857143
TIERRA BLANCA,167102,TBCA DISTRIBUCION FORANEO,0,0,0,7,5,0.7142857142857143
"TUXPAN,VERACRUZ",165202,TXPN DISTRIBUCION FORANEO,7,0,0,7,5,0.7142857142857143
"GUADALUPE, N.L.",200530,,8,0,0,7,5,0.7142857142857143
"GUADALUPE, N.L.",200527,,26,1,0.038461538461538464,21,15,0.7142857142857143
"HERMOSILLO, SON",215903,,13,3,0.23076923076923078,14,10,0.7142857142857143
"MINERAL DE LA R,HGO",163303,MNRL DISTRIBUCION FORANEO,7,0,0,7,5,0.7142857142857143
VILLAHERMOSA,200916,VLLH PISO,15,0,0,14,10,0.7142857142857143
TECAMAC,201869,,32,3,0.09375,7,5,0.7142857142857143
"CHIHUAHUA, CHI",215419,CHUA OFICINA CONTROL,7,0,0,7,5,0.7142857142857143
"CUAUTLANCINGO, PUE",201206,,27,2,0.07407407407407407,28,20,0.7142857142857143
PYA D CARMEN QR,162101,PLYC DISTRIBUCION,15,1,0.06666666666666667,14,10,0.7142857142857143
TEJUPILCO EDO MEX,164501,TJPC DISTRIBUCION,8,0,0,7,5,0.7142857142857143
"HERMOSILLO, SON",200212,,21,0,0,21,15,0.7142857142857143
"IXTAPALUCA, E.M",201335,IXTP DISTRIBUCION VI AA,7,1,0.14285714285714285,7,5,0.7142857142857143
"TOLUCA, EDO MEX",202127,,14,2,0.14285714285714285,14,10,0.7142857142857143
"IXTAPALUCA, E.M",201335,,7,1,0.14285714285714285,7,5,0.7142857142857143
IZTAPALAPA D.F.,201023,IZTP PISO,5,2,0.4,7,5,0.7142857142857143
"TECAMAC, EDO ME",217406,,22,1,0.045454545454545456,21,15,0.7142857142857143
"TUXPAN,VERACRUZ",165202,,7,1,0.14285714285714285,7,5,0.7142857142857143
AZCAPOTZALCO DF,200716,,33,1,0.030303030303030304,31,22,0.7096774193548387
CUAUTITLAN IZCA,216809,,26,1,0.038461538461538464,24,17,0.7083333333333334
"ACAPULCO, GRO",157101,ACPO DISTRIBUCION,20,1,0.05,17,12,0.7058823529411765
TLAQUEPAQUE,218105,,17,0,0,17,12,0.7058823529411765
TLAQUEPAQUE,218105,TLQP PICKING ZAPATO,16,1,0.0625,17,12,0.7058823529411765
"TOLUCA, EDO MEX",217810,TOLC HABILITADO,17,0,0,17,12,0.7058823529411765
"MONTERREY, N.L.",215512,,45,1,0.022222222222222223,44,31,0.7045454545454546
"COLIMA, COL.",152703,,10,1,0.1,10,7,0.7
"GUADALUPE, N.L.",200527,GDLP DISTRIBUCION II,26,1,0.038461538461538464,20,14,0.7
AZCAPOTZALCO DF,215710,AZCP STAFF BODEGA ROPA,4,0,0,10,7,0.7
"CD OBREGON, SON",150401,CDOB DISTRIBUCION,10,2,0.2,10,7,0.7
STA ANA CHIAUTE,163702,STCH DISTRIBUCION FORANEO,14,0,0,13,9,0.6923076923076923
"TOLUCA, EDO MEX",202123,,14,0,0,13,9,0.6923076923076923
"TOLUCA, EDO MEX",153210,TOLC DISTRIBUCION IV AA,30,2,0.06666666666666667,26,18,0.6923076923076923
CUAUTITLAN IZCA,216810,,13,2,0.15384615384615385,13,9,0.6923076923076923
TECAMAC,201852,,16,0,0,16,11,0.6875
"CUAUTLANCINGO, PUE",201217,,18,2,0.1111111111111111,16,11,0.6875
"LEON, GTO.",215303,LEON DOBLADO,16,1,0.0625,16,11,0.6875
"SALTILLO, COAH.",151504,,17,1,0.058823529411764705,16,11,0.6875
"SALTILLO, COAH.",151504,SALT DISTRIBUCION II,16,0,0,16,11,0.6875
"CUAUTLANCINGO, PUE",201217,CTLG HABILITADO MOTOS,17,2,0.11764705882352941,16,11,0.6875
OAXACA OAXACA,157501,,27,2,0.07407407407407407,19,13,0.6842105263157895
TLAQUEPAQUE,202203,,18,1,0.05555555555555555,19,13,0.6842105263157895
"GOMEZ PAL, DGO.",200306,GPLC DISTRIBUCION I,18,2,0.1111111111111111,19,13,0.6842105263157895
GUADALAJARA JAL,200618,,22,0,0,22,15,0.6818181818181818
"IXTAPALUCA, E.M",201607,IXTP DESCARGA I,25,1,0.04,25,17,0.68
TEXCOCO EDO MEX,218203,,48,3,0.0625,43,29,0.6744186046511628
CD CUAUHTEMOC,153801,,6,0,0,6,4,0.6666666666666666
AGUASCALIENTES,212108,AGSC TALLER DE SERVICIOS,6,1,0.16666666666666666,6,4,0.6666666666666666
"TLAXIACO, OAX",168901,,6,1,0.16666666666666666,6,4,0.6666666666666666
VERACRUZ VER,165306,VRCZ EMBARQUES II,9,0,0,9,6,0.6666666666666666
"TECAMAC, EDO ME",201823,,11,0,0,9,6,0.6666666666666666
"POZA RICA, VER.",161201,PZRC DISTRIBUCION,9,0,0,9,6,0.6666666666666666
AGUASCALIENTES,212102,AGSC RACK,9,0,0,9,6,0.6666666666666666
"TECAMAC, EDO ME",201820,,6,0,0,6,4,0.6666666666666666
PYA D CARMEN QR,162102,,3,0,0,3,2,0.6666666666666666
"POZA RICA, VER.",161201,,9,0,0,9,6,0.6666666666666666
AGUASCALIENTES,212102,,9,0,0,9,6,0.6666666666666666
"IXTAPALUCA, E.M",201616,,10,0,0,12,8,0.6666666666666666
"GUADALUPE, N.L.",200335,,14,1,0.07142857142857142,9,6,0.6666666666666666
VERACRUZ VER,212002,,6,1,0.16666666666666666,6,4,0.6666666666666666
"TECAMAC, EDO ME",217406,TCMC COLGADO II,19,2,0.10526315789473684,21,14,0.6666666666666666
PYA D CARMEN QR,162102,PLYC DISTRIBUCION FORANEO,3,0,0,3,2,0.6666666666666666
"TIJUANA, BCN",153503,,27,1,0.037037037037037035,27,18,0.6666666666666666
"ALTAMIRA, TAM",168302,ALTM OPERACION Y EQ DE TRANSP,3,0,0,3,2,0.6666666666666666
"CHIHUAHUA, CHI",215418,CHUA TALLER DE SERVICIOS,5,2,0.4,6,4,0.6666666666666666
"LEON, GTO.",201425,LEON DISTRIBUCION II AAA,7,0,0,6,4,0.6666666666666666
TEZIUTLAN,164401,,17,2,0.11764705882352941,15,10,0.6666666666666666
"TECAMAC, EDO ME",201823,TCMC PISO,11,0,0,9,6,0.6666666666666666
CABO SAN LUCAS,155801,,12,3,0.25,12,8,0.6666666666666666
"LEON, GTO.",215311,,3,0,0,3,2,0.6666666666666666
"CELAYA, GTO.",153211,,12,0,0,12,8,0.6666666666666666
VERACRUZ VER,212002,VRCZ HABILITADO MOTOS,6,0,0,6,4,0.6666666666666666
"IXTAPALUCA, E.M",216901,,12,1,0.08333333333333333,12,8,0.6666666666666666
"CUAUTLANCINGO, PUE",169909,CTLG EMBARQUES III,11,1,0.09090909090909091,12,8,0.6666666666666666
CD CUAUHTEMOC,153801,CDCC DISTRIBUCION,6,0,0,6,4,0.6666666666666666
"LEON, GTO.",215311,LEON ENVIO A CLIENTES,3,0,0,3,2,0.6666666666666666
"HERMOSILLO, SON",215901,,8,0,0,9,6,0.6666666666666666
"TIJUANA, BCN",153503,TJNA DISTRIBUCION III,27,0,0,27,18,0.6666666666666666
OAXACA OAXACA,157501,OAXC DISTRIBUCION,24,2,0.08333333333333333,18,12,0.6666666666666666
"IXTAPALUCA, E.M",216910,IXTP HABILITADO,11,2,0.18181818181818182,9,6,0.6666666666666666
"GUADALUPE, N.L.",200333,GDLP DISTRIBUCION IV,7,1,0.14285714285714285,6,4,0.6666666666666666
IZUCAR DE MAT P,158301,IZCR DISTRIBUCION,21,0,0,18,12,0.6666666666666666
FELIPE CARRILLO PUER,166401,FCPT DISTRIBUCION,6,0,0,6,4,0.6666666666666666
CUAUTITLAN IZCA,201313,CTLZ DISTRIBUCION VI,10,0,0,9,6,0.6666666666666666
"CARDENAS, TAB",160001,,6,0,0,6,4,0.6666666666666666
"IXTAPALUCA, E.M",216901,IXTP DOBLADO,13,0,0,12,8,0.6666666666666666
"MONTERREY, N.L.",210501,MTRY TALLER AUTOMOTRIZ,19,0,0,18,12,0.6666666666666666
"HERMOSILLO, SON",215901,HLLO ZAPATERIA,8,1,0.125,9,6,0.6666666666666666
"CARDENAS, TAB",160001,CRDS DISTRIBUCION,6,0,0,6,4,0.6666666666666666
"HERMOSILLO, SON",215906,HLLO PICKING ZAPATO,13,0,0,18,12,0.6666666666666666
"HERMOSILLO, SON",200224,HLLO PISO,5,2,0.4,6,4,0.6666666666666666
AZCAPOTZALCO DF,215710,,3,0,0,9,6,0.6666666666666666
AZCAPOTZALCO DF,215703,,3,2,0.6666666666666666,6,4,0.6666666666666666
TLAQUEPAQUE,202213,TLQP SUMINISTROS,3,0,0,3,2,0.6666666666666666
"MERIDA, YUCATAN",201707,MRDA DISTRIBUCION I,23,1,0.043478260869565216,23,15,0.6521739130434783
"MERIDA, YUCATAN",201707,,24,1,0.041666666666666664,23,15,0.6521739130434783
"MONTERREY, N.L.",215502,MTRY ZAPATERIA,40,4,0.1,40,26,0.65
VERACRUZ VER,165304,VRCZ DISTRIBUCION III,18,2,0.1111111111111111,17,11,0.6470588235294118
TLAQUEPAQUE,202210,TLQP LOTEO,16,0,0,17,11,0.6470588235294118
AGUASCALIENTES,151703,AGCS DISTRIBUCION FORANEO,19,0,0,17,11,0.6470588235294118
VERACRUZ VER,165304,,16,1,0.0625,17,11,0.6470588235294118
TLAQUEPAQUE,202210,,17,1,0.058823529411764705,17,11,0.6470588235294118
"HERMOSILLO, SON",200226,HLLO TRASLADO,16,0,0,17,11,0.6470588235294118
TEXCOCO EDO MEX,218229,TXCC MODULO TIENDAS,97,13,0.13402061855670103,99,64,0.6464646464646465
"TOLUCA, EDO MEX",202127,TOLC EMBARQUES I,14,1,0.07142857142857142,14,9,0.6428571428571429
TLAQUEPAQUE,159503,TLQP DISTRIBUCION III,14,0,0,14,9,0.6428571428571429
TEZIUTLAN,164401,TZTL DISTRIBUCION,15,0,0,14,9,0.6428571428571429
PYA D CARMEN QR,162101,,15,0,0,14,9,0.6428571428571429
"LEON, GTO.",215309,,23,2,0.08695652173913043,25,16,0.64
"IXTAPALUCA, E.M",201622,,10,0,0,11,7,0.6363636363636364
TEXCOCO EDO MEX,218211,TXCC PISO,11,0,0,11,7,0.6363636363636364
"CD VICTORIA,TAM",160901,,11,0,0,11,7,0.6363636363636364
"PUEBLA, PUEBLA.",153304,,19,3,0.15789473684210525,19,12,0.631578947368421
"MEXICALI, BCN.",150704,,17,0,0,19,12,0.631578947368421
"DURANGO, DGO.",151003,,8,0,0,8,5,0.625
TLAQUEPAQUE,159512,,8,1,0.125,8,5,0.625
TEXCOCO EDO MEX,218225,TXCC CLASIFICADOR DE JABAS,32,3,0.09375,32,20,0.625
SAN LUIS POTOSI,212205,#N/A,9,0,0,8,5,0.625
TLAQUEPAQUE,202218,,7,1,0.14285714285714285,8,5,0.625
GUADALAJARA JAL,215602,GDLJ COLGADO I,8,0,0,8,5,0.625
"GUADALUPE, N.L.",200335,GDLP OP EQ DE TRANSPORTE,11,2,0.18181818181818182,8,5,0.625
"GUADALUPE, N.L.",200531,GDLP PISO,8,1,0.125,8,5,0.625
"TOLUCA, EDO MEX",153208,,28,1,0.03571428571428571,24,15,0.625
"MONTERREY, N.L.",215514,MTRY ENVIO A CLIENTES,8,0,0,8,5,0.625
GUADALAJARA JAL,215602,,6,0,0,8,5,0.625
"CUAUTLANCINGO, PUE",169901,CTLG DISTRIBUCION,32,3,0.09375,24,15,0.625
"MEXICALI, BCN.",215202,MXLI BODEGA,7,1,0.14285714285714285,8,5,0.625
"MEXICALI, BCN.",150708,,22,1,0.045454545454545456,21,13,0.6190476190476191
"LOS MOCHIS, SIN",201515,,27,3,0.1111111111111111,26,16,0.6153846153846154
"MONTERREY, N.L.",200515,MTRY PISO,14,1,0.07142857142857142,13,8,0.6153846153846154
"IXTAPALUCA, E.M",201616,IXTP EMBARQUES II,10,0,0,13,8,0.6153846153846154
TLAQUEPAQUE,202211,TLQP RACK,25,1,0.04,26,16,0.6153846153846154
TLAQUEPAQUE,159507,,14,3,0.21428571428571427,13,8,0.6153846153846154
"MONTERREY, N.L.",200515,,13,1,0.07692307692307693,13,8,0.6153846153846154
"GOMEZ PAL, DGO.",200316,GPLC TALLER DE SERVICIO 3,20,0,0,18,11,0.6111111111111112
"LEON, GTO.",200423,,13,0,0,18,11,0.6111111111111112
IZUCAR DE MAT P,158301,,19,1,0.05263157894736842,18,11,0.6111111111111112
IZTAPALAPA D.F.,157901,,23,2,0.08695652173913043,23,14,0.6086956521739131
IZTAPALAPA D.F.,157901,IZTP ESTACION RAC,25,0,0,23,14,0.6086956521739131
VILLAHERMOSA,200917,,52,3,0.057692307692307696,51,31,0.6078431372549019
"GOMEZ PAL, DGO.",200315,,16,1,0.0625,15,9,0.6
"TECAMAC, EDO ME",201809,,10,0,0,10,6,0.6
"GOMEZ PAL, DGO.",210202,,5,0,0,5,3,0.6
AZCAPOTZALCO DF,215711,AZCP HABILITADO,3,0,0,5,3,0.6
"LA PAZ, BCS",216503,LPAZ DOBLADO,5,1,0.2,5,3,0.6
"TIJUANA, BCN",215212,TJNA RACK,10,1,0.1,10,6,0.6
"GOMEZ PAL, DGO.",210202,GPLC HABILITADO MOTOS,4,1,0.25,5,3,0.6
"GOMEZ PAL, DGO.",200315,GPLC EMBARQUES II,14,0,0,15,9,0.6
"TIJUANA, BCN",215212,,9,0,0,10,6,0.6
"HERMOSILLO, SON",200215,,10,0,0,10,6,0.6
NUEVO CASAS GRANDES,156202,,5,0,0,5,3,0.6
"COLIMA, COL.",152703,CLMA DISTRIBUCION FORANEO,10,0,0,10,6,0.6
"TECAMAC, EDO ME",201809,TCMC OFICINA CONTROL,10,0,0,10,6,0.6
"LEON, GTO.",200406,,31,3,0.0967741935483871,30,18,0.6
"CD GUZMAN, JAL",159201,CDGZ DISTRIBUCION,10,0,0,10,6,0.6
"IXTAPALUCA, E.M",216910,,12,0,0,10,6,0.6
AZCAPOTZALCO DF,215711,,3,0,0,5,3,0.6
"CD GUZMAN, JAL",159201,,10,0,0,10,6,0.6
"HERMOSILLO, SON",200215,HLLO TALLER DE SERVICIOS 3,10,0,0,10,6,0.6
GUADALAJARA JAL,153609,GDLJ DISTRIBUCION III AAA,5,0,0,5,3,0.6
TEXCOCO EDO MEX,218229,,100,2,0.02,99,59,0.5959595959595959
"TECAMAC, EDO ME",201818,TCMC OPERACION EQ TRANSPORTE,49,2,0.04081632653061224,37,22,0.5945945945945946
"CUAUTLANCINGO, PUE",201204,,28,1,0.03571428571428571,27,16,0.5925925925925926
"QUERETARO, QRO.",153001,QRTO DISTRIBUCION,23,0,0,22,13,0.5909090909090909
HUEJUTLA DE REYES,162802,,18,0,0,17,10,0.5882352941176471
HUEJUTLA DE REYES,162802,HJTL DISTRIBUCION,18,0,0,17,10,0.5882352941176471
"TOLUCA, EDO MEX",217810,,17,0,0,17,10,0.5882352941176471
"CUAUTLANCINGO, PUE",201201,CTLG OFICINA CONTROL,22,0,0,17,10,0.5882352941176471
"ACAPULCO, GRO",157101,,20,0,0,17,10,0.5882352941176471
"LEON, GTO.",215302,LEON COLGADO,11,2,0.18181818181818182,12,7,0.5833333333333334
"LEON, GTO.",215302,,12,0,0,12,7,0.5833333333333334
"CD GUZMAN, JAL",166804,CDGZ DISTRIBUCION FORANEO,12,0,0,12,7,0.5833333333333334
TLAQUEPAQUE,218107,,23,1,0.043478260869565216,24,14,0.5833333333333334
"GOMEZ PAL, DGO.",200322,GPLC LOTEO,10,0,0,12,7,0.5833333333333334
"CHIHUAHUA, CHI",215412,,12,3,0.25,12,7,0.5833333333333334
"GOMEZ PAL, DGO.",215808,,25,1,0.04,24,14,0.5833333333333334
VILLAHERMOSA,200917,VLLH TRASLADO,52,3,0.057692307692307696,50,29,0.58
"LOS MOCHIS, SIN",201516,LMCH RACK,19,0,0,19,11,0.5789473684210527
TLAQUEPAQUE,202211,,26,1,0.038461538461538464,26,15,0.5769230769230769
"TIJUANA, BCN",153502,TJNA DISTRIBUCION II,25,2,0.08,26,15,0.5769230769230769
GUADALAJARA JAL,200616,,8,0,0,7,4,0.5714285714285714
TEJUPILCO EDO MEX,164501,,8,0,0,7,4,0.5714285714285714
GUADALAJARA JAL,200616,GDLJ PISO,8,0,0,7,4,0.5714285714285714
"HERMOSILLO, SON",200242,,7,0,0,7,4,0.5714285714285714
"TOLUCA, EDO MEX",202128,TOLC EMBARQUES II,14,0,0,14,8,0.5714285714285714
"MEXICALI, BCN.",150708,MXLI IMP AREA MUEB IMPORTACION,22,2,0.09090909090909091,21,12,0.5714285714285714
"TOLUCA, EDO MEX",217809,,14,1,0.07142857142857142,14,8,0.5714285714285714
VERACRUZ VER,202014,VRCZ LOTEO,14,1,0.07142857142857142,14,8,0.5714285714285714
"HERMOSILLO, SON",200242,HLLO DISTRIBUCION V,7,0,0,7,4,0.5714285714285714
TLAQUEPAQUE,159503,,15,0,0,14,8,0.5714285714285714
VERACRUZ VER,202014,,12,1,0.08333333333333333,14,8,0.5714285714285714
"IXTAPALUCA, E.M",201624,IXTP RACK,13,1,0.07692307692307693,14,8,0.5714285714285714
"CHIHUAHUA, CHI",215419,,7,0,0,7,4,0.5714285714285714
"GOMEZ PAL, DGO.",200305,GPLC TALLER D SERVICIOS 1,23,2,0.08695652173913043,23,13,0.5652173913043478
TEXCOCO EDO MEX,218225,,32,2,0.0625,32,18,0.5625
"MERIDA, YUCATAN",201718,,17,1,0.058823529411764705,16,9,0.5625
IZTAPALAPA D.F.,201022,IZTP RACK,12,1,0.08333333333333333,16,9,0.5625
TLAQUEPAQUE,218111,,16,1,0.0625,16,9,0.5625
"MERIDA, YUCATAN",201721,MRDA TRASLADO,29,1,0.034482758620689655,25,14,0.56
"LEON, GTO.",215309,LEON STAFF BODEGA ROPA,22,2,0.09090909090909091,25,14,0.56
ATLACOMULCO,164902,,10,1,0.1,9,5,0.5555555555555556
TEXCOCO EDO MEX,218232,,10,1,0.1,9,5,0.5555555555555556
"LA PAZ, BCS",216504,,9,0,0,9,5,0.5555555555555556
"GOMEZ PAL, DGO.",215804,,16,3,0.1875,18,10,0.5555555555555556
"MONTERREY, N.L.",210501,,18,2,0.1111111111111111,18,10,0.5555555555555556
VERACRUZ VER,202015,,18,1,0.05555555555555555,18,10,0.5555555555555556
VERACRUZ VER,165302,,8,1,0.125,9,5,0.5555555555555556
CULIACAN SIN.,200120,,9,1,0.1111111111111111,9,5,0.5555555555555556
"ZACATECAS, ZAC",154404,ZCTS DISTRIBUCION FORANEO,9,0,0,9,5,0.5555555555555556
"TECAMAC, EDO ME",201818,,49,1,0.02040816326530612,38,21,0.5526315789473685
"TOLUCA, EDO MEX",153207,TOLC DESCARGA,88,3,0.03409090909090909,78,43,0.5512820512820513
"TECAMAC, EDO ME",217410,,39,2,0.05128205128205128,40,22,0.55
"TECAMAC, EDO ME",201822,TCMC RACK,20,1,0.05,20,11,0.55
"MATAMOROS, TAM.",156601,MTMS DISTRIBUCION,18,1,0.05555555555555555,20,11,0.55
"MATAMOROS, TAM.",156601,,19,0,0,20,11,0.55
CULIACAN SIN.,200130,CLCN RACK,18,1,0.05555555555555555,20,11,0.55
JIUTEPEC MORELO,161903,,12,1,0.08333333333333333,11,6,0.5454545454545454
"IXTAPALUCA, E.M",201614,,24,3,0.125,24,13,0.5416666666666666
"GOMEZ PAL, DGO.",215808,GPLC PICKING COLGADO,25,2,0.08,24,13,0.5416666666666666
TLAQUEPAQUE,218107,TLQP PICKING DOBLADO,24,0,0,24,13,0.5416666666666666
"TOLUCA, EDO MEX",153206,TOLC OFICINA CONTROL,13,0,0,13,7,0.5384615384615384
MARTINEZ DE TOR,168101,,13,1,0.07692307692307693,13,7,0.5384615384615384
CUAUTITLAN IZCA,216810,CTLZ HABILITADO,14,0,0,13,7,0.5384615384615384
"LOS MOCHIS, SIN",201515,LMCH TRASLADO,27,0,0,26,14,0.5384615384615384
"VALLARTA, JAL.",151801,PVLL DISTRIBUCION,29,0,0,26,14,0.5384615384615384
"LEON, GTO.",200422,,10,0,0,13,7,0.5384615384615384
"TIJUANA, BCN",153502,,26,0,0,26,14,0.5384615384615384
"LEON, GTO.",200422,LEON LOTEO,10,1,0.1,13,7,0.5384615384615384
TEXCOCO EDO MEX,218214,,16,2,0.125,13,7,0.5384615384615384
AZCAPOTZALCO DF,200724,AZCP RACK,14,0,0,13,7,0.5384615384615384
"MERIDA, YUCATAN",201721,,29,1,0.034482758620689655,26,14,0.5384615384615384
VERACRUZ VER,202010,VRCZ TALLER DE SERVICIOS 3,13,0,0,13,7,0.5384615384615384
