Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
"SALAMANCA, GTO",131410,SLMC 1314 GTE POWER TOWN,1,0,0,1,1,1
GENERAL ESCOBED,18810,,0,0,0,1,1,1
CUAUHTEMOC D.F.,140310,,2,0,0,2,2,1
"MONTERREY, N.L.",14810,,1,0,0,1,1,1
"LINARES, N.L",34610,LNRS 346 GTE HIDALGO,1,0,0,1,1,1
IZTAPALAPA D.F.,338702,IZTP ZONA IV,1,0,0,1,1,1
GUSTAVO A MADERO DF,789510,GAMD 7895 GTE PLAZA ATANA,0,0,0,1,1,1
SAN NICOLAS N.L,8701,,37,3,0.08108108108108109,20,20,1
COMITAN D D CHI,780810,,1,0,0,1,1,1
"PESQUERIA, NL",771501,PERI 7715 MUE VALLE STA MARIA,13,3,0.23076923076923078,13,13,1
"MERIDA, YUCATAN",28502,MRDA 285 ROP CONGRESO,12,4,0.3333333333333333,13,13,1
APASEO EL GRANDE,100110,,1,1,1,2,2,1
ECATEPEC DE MOR,45110,,1,0,0,1,1,1
"JUCHITAN DE Z, OAXAC",125301,,17,0,0,15,15,1
"CD VICTORIA,TAM",113610,,1,0,0,1,1,1
"TIJUANA, BCN",89601,TJNA 896 MUE PASEO 2000,16,1,0.0625,18,18,1
TLAQUEPAQUE,654601,TLQP 6546 MUE ALAMO,11,2,0.18181818181818182,11,11,1
"EL SALTO, JAL",348701,,1,0,0,1,1,1
"TEPEACA, PUE",126502,,7,3,0.42857142857142855,7,7,1
CUAUTITLAN RR,48810,CTLN 488 GTE PASEO LA JOYA,1,0,0,1,1,1
VERACRUZ VER,83510,,1,0,0,1,1,1
CUETZALAN DEL PROGRE,116110,CZDP 1161 GTE ALVARADO,1,0,0,1,1,1
APETATITLAN DE ANTON,92201,APAC 922 MUE PATIO TLAXCALA,11,1,0.09090909090909091,12,12,1
BENITO JUAREZ QROO,26802,,14,2,0.14285714285714285,14,14,1
"LA PIEDAD, MICH",661810,,0,0,0,1,1,1
TLAQUEPAQUE,109710,TLQP 1097 GTE LAS PINTAS,1,0,0,1,1,1
"XALAPA,VERACRUZ",300664,,2,1,0.5,3,3,1
GUADALAJARA JAL,95102,GDLJ AREA DE PRODUCCION,7,0,0,6,6,1
"ZAPOPAN, JAL.",61902,,7,1,0.14285714285714285,7,7,1
SAN PEDRO POCHUTLA,768410,SNPO 7684 GTE LOPEZ MATEOS,1,1,1,2,2,1
"TECAMAC, EDO ME",785802,,12,1,0.08333333333333333,12,12,1
SAN PEDRO POCHUTLA,335401,SNPO ZONA,1,0,0,1,1,1
"VALLE HERMOSO, TAM",327801,VLLM ZONA,2,0,0,1,1,1
"IRAPUATO, GTO.",129310,,1,0,0,1,1,1
IZTAPALAPA D.F.,140110,IZTP 1401 GTE TLAHUAC,1,0,0,1,1,1
"ACAPULCO, GRO",338802,ACPO ZONA IV,1,0,0,1,1,1
TLAQUEPAQUE,331404,,2,0,0,1,1,1
"EL SALTO, JAL",85210,,0,1,0,1,1,1
"CORTAZAR, GTO",311001,CRTZ ZONA,2,1,0.5,2,2,1
"CORTAZAR, GTO",21710,CRTZ 217 GTE JUAREZ,0,0,0,1,1,1
"LA PAZ, BCS",7910,,1,1,1,1,1,1
"TEPIC, NAY",324403,TPIC ZONA IV,0,0,0,1,1,1
IZTAPALAPA D.F.,31010,,1,0,0,1,1,1
AGUASCALIENTES,32210,,1,0,0,1,1,1
"PUEBLA, PUEBLA.",7110,PBLA 71 GTE BLVD NORTE,1,0,0,1,1,1
BOCA DEL RIO,771610,,1,0,0,1,1,1
NICOLAS ROMERO E MEX,49810,,2,0,0,2,2,1
GUADALAJARA JAL,95102,,7,0,0,6,6,1
GUADALAJARA JAL,29901,GDLJ 299 MUE TORRES BODET,10,0,0,10,10,1
LOS REYES LAPAZ,25401,,11,1,0.09090909090909091,12,12,1
"EL DORADO, SIN",18510,,1,0,0,1,1,1
AGUAPRIETA SON,313001,,1,1,1,2,2,1
IZTAPALAPA D.F.,653302,IZTP 1533 ROP PATIO LOMAS ESTR,6,1,0.16666666666666666,6,6,1
CULIACAN SIN.,329102,,0,0,0,2,2,1
"MERIDA, YUCATAN",31410,MRDA 314 GTE PLAZA FIESTA,1,0,0,1,1,1
"PLAYA VICENTE, VER",300625,,4,0,0,4,4,1
"LEON, GTO.",682301,#N/A,4,0,0,1,1,1
TUXTLA GUTIERRE,321703,,1,0,0,1,1,1
"TUXPAN, JALISCO",42410,,1,0,0,1,1,1
ZINAPECUARO,114110,ZCRO 1141 GTE CARDENAS,1,0,0,1,1,1
IZTAPALAPA D.F.,300266,,3,0,0,3,3,1
"ZAPOPAN, JAL.",139010,,1,0,0,1,1,1
"ZACAPU, MICHOAC",319701,,1,0,0,1,1,1
"MERIDA, YUCATAN",31410,,1,0,0,1,1,1
GUADALAJARA JAL,41902,GDLJ 419 ROP EL TINTERO,12,1,0.08333333333333333,12,12,1
"MAGDALENA, SON",340501,,1,0,0,1,1,1
"POZA RICA, VER.",87410,,1,0,0,1,1,1
"TECAMAC, EDO ME",314201,,0,0,0,1,1,1
"ORIZABA, VER.",653710,,1,0,0,1,1,1
"COATEPEC, VER",90201,,18,2,0.1111111111111111,18,18,1
CULIACAN SIN.,125210,,0,0,0,1,1,1
"MONTERREY, N.L.",24710,,0,1,0,1,1,1
"CORTAZAR, GTO",311001,,3,0,0,2,2,1
"QUERETARO, QRO.",786601,QRTO 7866 MUE PASEO QUERETARO,10,1,0.1,10,10,1
TEXCOCO EDO MEX,44202,,14,1,0.07142857142857142,13,13,1
"HERMOSILLO, SON",34701,,15,0,0,14,14,1
"SALTILLO, COAH.",301101,,2,0,0,3,3,1
NICOLAS ROMERO E MEX,49810,NRMR 498 GTE 16 DE SEPTIEMBRE,2,0,0,2,2,1
"JUVENTINO ROSAS, GTO",339401,JVER ZONA,1,0,0,1,1,1
"CD VICTORIA,TAM",89310,,1,0,0,1,1,1
V D SANTIAGO GT,25701,,14,1,0.07142857142857142,16,16,1
"QUERETARO, QRO.",99101,QRTO 991 MUE LA VICTORIA,11,0,0,11,11,1
TLALPAN D.F.,767210,TLPN 7672 GTE PABELLON CUEMANC,1,0,0,1,1,1
SAN JUAN D RIO,27902,,18,1,0.05555555555555555,19,19,1
VERACRUZ VER,137910,,1,0,0,1,1,1
"METEPEC,EDO D M",88710,,1,0,0,1,1,1
GUADALAJARA JAL,8410,GDLJ 84 GTE 16 DE SEPTIEMB,1,0,0,1,1,1
"POZA RICA, VER.",28210,,1,0,0,2,2,1
"GUASAVE, SIN.",101810,GSVE 1018 GTE BAMOA,1,0,0,1,1,1
"MADERA, CHIH",763302,,4,1,0.25,5,5,1
"TUXPAN, JALISCO",42410,TXPJ 424 GTE 20 DE NOVIEMBRE,1,0,0,1,1,1
VALLE DE CHALCO,773410,VCHA 7734 GTE INDEPENDENCIA,1,0,0,1,1,1
"MORELIA, MICH.",4201,,15,1,0.06666666666666667,18,18,1
SANTA LUCIA DEL CAMI,681901,#N/A,5,1,0.2,2,2,1
"RAMOS ARIZPE, COAH",330201,RMSA ZONA,1,0,0,1,1,1
"CD JUAREZ, CHIU",6810,CDJZ 68 GTE CD MODERNA,0,0,0,1,1,1
