Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
"URUAPAN, MICH.",6902,URPN 69 ROP CUPATITZIO,15,2,0.13333333333333333,18,12,0.6666666666666666
"MARAVATIO, MICH",300551,MRVT INVENTARIOS ZONA I,8,0,0,9,6,0.6666666666666666
TLAHUAC D.F.,139301,,8,0,0,9,6,0.6666666666666666
A. OBREGON D.F.,74102,,6,0,0,6,4,0.6666666666666666
HUEJUTLA DE REYES,336201,HJTL ZONA,3,0,0,3,2,0.6666666666666666
ECATEPEC DE MOR,83301,ECTP 833 MUE ALLENDE,14,0,0,12,8,0.6666666666666666
"NARANJOS, VER",107302,NRJS 1073 ROP JUSTO SIERRA,16,1,0.0625,15,10,0.6666666666666666
AMEALCO DE BONFIL,300424,AMEO INVENTARIOS ZONA I,3,0,0,3,2,0.6666666666666666
"MONTERREY, N.L.",652101,,12,1,0.08333333333333333,12,8,0.6666666666666666
AZCAPOTZALCO DF,304501,AZCP ZONA,3,0,0,3,2,0.6666666666666666
VERACRUZ VER,16002,VRCZ 160 ROP HIDALGO,27,2,0.07407407407407407,29,19,0.6551724137931034
"JOJUTLA, MORELOS",93102,,23,1,0.043478260869565216,23,15,0.6521739130434783
"JOJUTLA, MORELOS",93102,JJTL 931 ROP BUGAMBILIAS,23,1,0.043478260869565216,23,15,0.6521739130434783
"REYNOSA, TAM.",12101,,21,0,0,23,15,0.6521739130434783
HUEJUTLA DE REYES,93002,HJTL 930 ROP CANTORES,26,3,0.11538461538461539,23,15,0.6521739130434783
VERACRUZ VER,657002,,17,0,0,20,13,0.65
"HERMOSILLO, SON",104202,,18,0,0,20,13,0.65
"CHIHUAHUA, CHI",6202,CHUA 62 ROP TECNOLOGICO,19,0,0,20,13,0.65
ZUMPANGO EDO MEXICO,38901,ZPGO 389 MUE GUSTAVO BAZ,20,2,0.1,20,13,0.65
"PARAISO, TAB",95901,,18,2,0.1111111111111111,20,13,0.65
"NOGALES, SONORA",28102,NGLS 281 ROP COLOSIO,20,1,0.05,20,13,0.65
"LA PIEDAD, MICH",661802,LPDD 6618 ROP LAZARO CARDENAS,12,0,0,17,11,0.6470588235294118
"COLIMA, COL.",6501,CLMA 65 MUE MADERO II,15,1,0.06666666666666667,17,11,0.6470588235294118
"FRESNILLO, ZAC.",3601,FLLO 36 MUE MADERO,18,0,0,17,11,0.6470588235294118
CHIMALHUACAN EM,35801,CHCN 358 MUE PEÑON,16,0,0,17,11,0.6470588235294118
"ALTOTONGA, VER",95701,ALTT 957 MUE ALLENDE,17,1,0.058823529411764705,17,11,0.6470588235294118
"TEZONAPA, VER",100401,TZNP 1004 MUE HIDALGO,15,1,0.06666666666666667,17,11,0.6470588235294118
"VALLARTA, JAL.",27101,PVLL 271 MUE FCO VILLA,16,0,0,17,11,0.6470588235294118
"DOLORES HIDALGO,GTO",38402,,18,0,0,17,11,0.6470588235294118
"GUAYMAS, SONORA",4602,GYMS 46 ROP VIGIA,18,2,0.1111111111111111,17,11,0.6470588235294118
"VALLARTA, JAL.",27101,,16,1,0.0625,17,11,0.6470588235294118
TEHUACAN PUEBLA,12502,,17,0,0,17,11,0.6470588235294118
"PASO DEL MACHO, VER",102201,PADM 1022 MUE SANCHEZ LOYO,15,0,0,17,11,0.6470588235294118
CUAUTITLAN RR,19901,,17,0,0,17,11,0.6470588235294118
BENITO JUAREZ QROO,39801,CNCN 398 MUE NICHUPTE,14,1,0.07142857142857142,17,11,0.6470588235294118
"CARDENAS, TAB",30801,,34,2,0.058823529411764705,31,20,0.6451612903225806
"PROGRESO DE OBR, HGO",40301,,14,0,0,14,9,0.6428571428571429
"LEON, GTO.",102401,,14,0,0,14,9,0.6428571428571429
"OTUMBA, ESTADO DE ME",147002,,14,2,0.14285714285714285,14,9,0.6428571428571429
"GUANAJUATO, GTO",47302,,15,1,0.06666666666666667,14,9,0.6428571428571429
CUAUHTEMOC D.F.,140302,CTMC 1403 ROP PERALVILLO,15,1,0.06666666666666667,14,9,0.6428571428571429
"CD JUAREZ, CHIU",46701,CDJZ 467 MUE INDEPENDENCIA,14,2,0.14285714285714285,14,9,0.6428571428571429
ECATEPEC DE MOR,98102,ECTP 981 ROP SAN ANDRES,14,3,0.21428571428571427,14,9,0.6428571428571429
"TALA, JAL",117901,TALA 1179 MUE PEDRO MORENO,14,0,0,14,9,0.6428571428571429
"TUXPAN, JALISCO",42402,TXPJ 424 ROP 20 DE NOVIEMBRE,14,1,0.07142857142857142,14,9,0.6428571428571429
"QUERETARO, QRO.",23302,,13,2,0.15384615384615385,14,9,0.6428571428571429
"TOLUCA, EDO MEX",87202,,14,0,0,14,9,0.6428571428571429
"GUADALUPE, N.L.",42502,,14,1,0.07142857142857142,14,9,0.6428571428571429
"TUXPAN, JALISCO",42402,,14,1,0.07142857142857142,14,9,0.6428571428571429
IZTAPALAPA D.F.,24902,IZTP 249 ROP TEPALCATES,13,1,0.07692307692307693,14,9,0.6428571428571429
PUTLA VILLA DE GUERR,92002,,15,2,0.13333333333333333,14,9,0.6428571428571429
"GUASAVE, SIN.",84401,,13,1,0.07692307692307693,14,9,0.6428571428571429
NUEVO CASAS GRANDES,776201,NCGS 7762 MUE PLAZA NOGALES,14,1,0.07142857142857142,14,9,0.6428571428571429
"MEXICALI, BCN.",658302,,14,1,0.07142857142857142,14,9,0.6428571428571429
"REYNOSA, TAM.",85701,RYNS 857 MUE PERIFERICO,26,0,0,28,18,0.6428571428571429
"TALA, JAL",117901,,14,0,0,14,9,0.6428571428571429
"TORREON, COAH.",12801,,14,1,0.07142857142857142,14,9,0.6428571428571429
"NUEVO LAREDO, T",12302,NLRD 123 ROP TECNOLOGICO,13,3,0.23076923076923078,14,9,0.6428571428571429
"MATIAS ROMERO, OAX",107902,,15,2,0.13333333333333333,14,9,0.6428571428571429
"SALTILLO, COAH.",3502,SALT 35 ROP CARRANZA,12,1,0.08333333333333333,14,9,0.6428571428571429
"LEON, GTO.",37201,,12,2,0.16666666666666666,14,9,0.6428571428571429
"PUEBLA, PUEBLA.",664601,,13,2,0.15384615384615385,14,9,0.6428571428571429
MATAMOROS COAH,34402,MTMR 344 ROP BOULEVARD,14,1,0.07142857142857142,14,9,0.6428571428571429
TEHUACAN PUEBLA,774802,,12,1,0.08333333333333333,14,9,0.6428571428571429
"CD JUAREZ, CHIU",47001,,12,2,0.16666666666666666,14,9,0.6428571428571429
"TOLUCA, EDO MEX",87202,TOLC 872 COPPEL PLAZA SANTIN,13,0,0,14,9,0.6428571428571429
VENUSTIANO CARRANZA,792701,VECA 7927 MUE LAZARO CARDENAS,11,1,0.09090909090909091,14,9,0.6428571428571429
"CD JUAREZ, CHIU",786301,CDJZ 7863 MUE SENDERO LAS TORR,12,2,0.16666666666666666,14,9,0.6428571428571429
"MEXICALI, BCN.",761001,MXLI 7610 MUE SAN PEDRO,13,1,0.07692307692307693,14,9,0.6428571428571429
"MERIDA, YUCATAN",43202,,22,3,0.13636363636363635,25,16,0.64
"PACHUCA,HIDALGO",765701,,10,0,0,11,7,0.6363636363636364
"LEON, GTO.",18002,,12,0,0,11,7,0.6363636363636364
"TECAMAC, EDO ME",653102,TCMC 6531 ROP SIERRA HERMOSA,11,0,0,11,7,0.6363636363636364
"TULTITLAN,EDO M",672401,#N/A,14,0,0,11,7,0.6363636363636364
"PACHUCA,HIDALGO",765701,PCHC 7657 MUE EXPLANADA,9,1,0.1111111111111111,11,7,0.6363636363636364
CUAUTITLAN IZCA,119802,CTLZ 1198 ROP 3 DE MAYO,12,0,0,11,7,0.6363636363636364
"LEON, GTO.",18002,LEON 180 ROP OBELISCO,12,0,0,11,7,0.6363636363636364
NEZAHUALCOYOTL,775701,NZTL 7757 MUE CHIMALHUACAN CIN,10,0,0,11,7,0.6363636363636364
GUADALAJARA JAL,138902,GDLJ 1389 ROP JUAN PABLO II,10,1,0.1,11,7,0.6363636363636364
SAN JUAN D RIO,145501,,11,0,0,11,7,0.6363636363636364
VENUSTIANO C.DF,138102,VCZA 1381 ROP SONORA,12,0,0,11,7,0.6363636363636364
"MONTERREY, N.L.",652102,,11,3,0.2727272727272727,11,7,0.6363636363636364
PUERTO ESCONDIDO,94702,,23,1,0.043478260869565216,22,14,0.6363636363636364
B. JUAREZ D.F.,140001,BJRZ 1400 MUE SAN ANTONIO,11,1,0.09090909090909091,11,7,0.6363636363636364
"ALLENDE, N L",109901,ALLD 1099 MUE SAN JAVIER,10,0,0,11,7,0.6363636363636364
TLAQUEPAQUE,654602,TLQP 6546 ROP ALAMO,10,1,0.1,11,7,0.6363636363636364
"MONCLOVA, COAH.",785601,,10,0,0,11,7,0.6363636363636364
TLAJOMULCO DE Z,84701,TLJM 847 MUE MARQUEZ,11,1,0.09090909090909091,11,7,0.6363636363636364
"REYNOSA, TAM.",12102,RYNS 121 ROP MORELOS,20,3,0.15,22,14,0.6363636363636364
"PACHUCA,HIDALGO",143802,,11,0,0,11,7,0.6363636363636364
"COCULA, JALISCO",657801,,11,0,0,11,7,0.6363636363636364
"CD JUAREZ, CHIU",29201,CDJZ 292 MUE RIO GDE MALL,11,1,0.09090909090909091,11,7,0.6363636363636364
NAUCALPAN EDO MEX,769602,NCPN 7696 ROP PZA SN MATEO NOP,12,1,0.08333333333333333,11,7,0.6363636363636364
GUSTAVO A MADERO DF,83001,GAMD 830 MUE TECPAN DE GALEANA,12,0,0,11,7,0.6363636363636364
VILLAHERMOSA,27702,VLLH 277 ROP TAMULTE,13,1,0.07692307692307693,11,7,0.6363636363636364
SAN LUIS POTOSI,772901,SNLP 7729 MUE RICARDO B ANAYA,11,1,0.09090909090909091,11,7,0.6363636363636364
"LERDO DE TEJADA, VER",83901,LRDT INDEPENDENCIA,11,2,0.18181818181818182,11,7,0.6363636363636364
CUAUTITLAN IZCA,119802,,12,0,0,11,7,0.6363636363636364
COATZACOALCOS,16801,CTZC 168 MUE HIDALGO,18,4,0.2222222222222222,22,14,0.6363636363636364
VILLAHERMOSA,27702,,14,0,0,11,7,0.6363636363636364
"CD JUAREZ, CHIU",29201,,11,0,0,11,7,0.6363636363636364
"TECAMAC, EDO ME",653102,,11,0,0,11,7,0.6363636363636364
"PACHUCA,HIDALGO",143802,PCHC 1438 ROP GRAN PATIO,11,0,0,11,7,0.6363636363636364
TLAJOMULCO DE Z,760701,TLJM 7607 MUE IZTACCHIHUATL,11,1,0.09090909090909091,11,7,0.6363636363636364
"JAMAY, JALISCO",778701,JMAY 7787 MUE JAMAY,10,1,0.1,11,7,0.6363636363636364
DEL COYOACAN DF,782001,CYCN 7820 MUE GRAN SUR,19,4,0.21052631578947367,19,12,0.631578947368421
"JUAREZ, NUEVO LEON",45601,JREZ 456 MUE SUN MOL VIP,19,1,0.05263157894736842,19,12,0.631578947368421
"COLIMA, COL.",20601,,18,0,0,19,12,0.631578947368421
"MAZATLAN, SIN.",23802,,19,0,0,19,12,0.631578947368421
"CORDOBA, VER.",651102,,13,1,0.07692307692307693,19,12,0.631578947368421
BENITO JUAREZ QROO,27002,CNCN 270 ROP LAS AMERICAS,28,5,0.17857142857142858,27,17,0.6296296296296297
"CD JUAREZ, CHIU",5602,CDJZ 56 ROP PLAZA JUAREZ,14,1,0.07142857142857142,16,10,0.625
"OCOTLAN, JAL",96402,OCTL 964 ROP MADERO,8,0,0,8,5,0.625
"PUEBLA, PUEBLA.",93402,,8,1,0.125,8,5,0.625
ECATEPEC DE MOR,71402,ECTP 714 PALOMAS,8,1,0.125,8,5,0.625
"PUEBLA, PUEBLA.",37301,,16,3,0.1875,16,10,0.625
"SALAMANCA, GTO",52102,SLMC 521 -235 CANADA SALA,8,0,0,8,5,0.625
TIERRA BLANCA,112001,,13,4,0.3076923076923077,16,10,0.625
STA CATARINA NL,10401,,0,0,0,8,5,0.625
A. OBREGON D.F.,56302,ALOB 563 -371 CANADA ANGE,8,1,0.125,8,5,0.625
ECATEPEC DE MOR,71402,,7,1,0.14285714285714285,8,5,0.625
"TORREON, COAH.",114401,TRRN 1144 MUE BOD LIQ REFORMA,8,0,0,8,5,0.625
"MISANTLA, VER",785202,,7,1,0.14285714285714285,8,5,0.625
"CD JUAREZ, CHIU",5602,,15,1,0.06666666666666667,16,10,0.625
"LEON, GTO.",145302,LEON 1453 ROP 5 DE MAYO,0,0,0,8,5,0.625
"ZACATELCO, TLAXCACA",80502,ZTLO 805 ROP ITURBIDE,14,1,0.07142857142857142,16,10,0.625
JIUTEPEC MORELO,31102,,16,1,0.0625,16,10,0.625
STA ANA CHIAUTE,67702,STCH 677 PICAZO,7,1,0.14285714285714285,8,5,0.625
"PUEBLA, PUEBLA.",15502,,15,0,0,16,10,0.625
MARTINEZ DE TOR,106201,MZDT 1062 MUE AVILA CAMACHO,19,4,0.21052631578947367,24,15,0.625
"CUERNAVACA, MOR",57702,,8,0,0,8,5,0.625
GUSTAVO A MADERO DF,84902,GAMD AREA DE PRODUCCION,7,0,0,8,5,0.625
IZUCAR DE MAT P,76102,IZCR 761 PLAZA IZUCAR,7,0,0,8,5,0.625
"CHIHUAHUA, CHI",21001,,15,0,0,16,10,0.625
"PUEBLA, PUEBLA.",15502,PBLA 155 ROP 18 DE NOVIEMB,14,1,0.07142857142857142,16,10,0.625
"LOS MOCHIS, SIN",39301,LMCH 393 MUE CENTENARIO,17,0,0,16,10,0.625
"ZAMORA, MICH.",19501,,15,1,0.06666666666666667,16,10,0.625
TLALNEPANTLA DE,56502,TLNP 565 -384 CANADA TLAN,8,0,0,8,5,0.625
SANTIAGO JUXTLAHUACA,128401,SJXT 1284 MUE LAZARO CARDENAS,16,0,0,16,10,0.625
"TEPIC, NAY",14101,TPIC 141 MUE LA CIGARRERA,16,0,0,16,10,0.625
"MINATITLAN, VER",14302,,25,1,0.04,24,15,0.625
"ROSARITO, BCN",22502,,15,1,0.06666666666666667,16,10,0.625
"OCOTLAN, JAL",96402,,8,0,0,8,5,0.625
DEL COYOACAN DF,667502,CYCN 6675 ROP COPILCO,12,0,0,16,10,0.625
"LA BARCA, JAL.",54202,,7,2,0.2857142857142857,8,5,0.625
SAN LUIS POTOSI,651201,,14,0,0,16,10,0.625
IZUCAR DE MAT P,76102,,7,0,0,8,5,0.625
SALINA CRUZ OAX,133502,,8,1,0.125,8,5,0.625
AGUASCALIENTES,39701,AGCS 397 MUE ASUNCION,15,0,0,16,10,0.625
"MEXICALI, BCN.",26602,,14,1,0.07142857142857142,16,10,0.625
GENERAL ESCOBED,11802,GESC 118 ROP ESC SOLIDARID,16,1,0.0625,16,10,0.625
"CUERNAVACA, MOR",57702,CNVC 577 -454 CANADA CUE,8,0,0,8,5,0.625
CULIACAN SIN.,95002,CLCN AREA DE PRODUCCION,6,4,0.6666666666666666,8,5,0.625
"ROSARITO, BCN",22502,RSTO 225 ROP VILLAFLOREST,15,2,0.13333333333333333,16,10,0.625
CULIACAN SIN.,63201,,6,3,0.5,8,5,0.625
"CHIHUAHUA, CHI",21001,CHUA 210 MUE FUENTES MARES,14,3,0.21428571428571427,16,10,0.625
"TIJUANA, BCN",662502,TJNA 6625 ROP NATURA,15,2,0.13333333333333333,16,10,0.625
"ZACATELCO, TLAXCACA",80502,,14,0,0,16,10,0.625
PABELLON DE ARTEAGA,133602,PAGA 1336 ROP PLUTARCO ELIAS C,7,1,0.14285714285714285,8,5,0.625
TLALNEPANTLA DE,56502,,7,0,0,8,5,0.625
CHIMALHUACAN EM,770802,,11,1,0.09090909090909091,16,10,0.625
"TAMPICO, TAM.",127702,,7,1,0.14285714285714285,8,5,0.625
"TORREON, COAH.",114402,TRRN 1144 ROP BOD LIQ REFORMA,8,0,0,8,5,0.625
SANTIAGO JUXTLAHUACA,128401,,15,1,0.06666666666666667,16,10,0.625
"CATEMACO, VERACRUZ",104601,,15,1,0.06666666666666667,16,10,0.625
"PASO DEL MACHO, VER",102201,,15,1,0.06666666666666667,16,10,0.625
BENITO JUAREZ QROO,39801,,14,0,0,16,10,0.625
GUSTAVO A MADERO DF,84902,,8,0,0,8,5,0.625
STA ANA CHIAUTE,67702,,7,0,0,8,5,0.625
"LOS MOCHIS, SIN",131802,LMCH 1318 ROP PLAZA M GAXIOLA,8,1,0.125,8,5,0.625
ALAMO TEMAPACHE,97202,ALMT 972 ROP MADERO,16,1,0.0625,16,10,0.625
"REYNOSA, TAM.",762402,,6,4,0.6666666666666666,8,5,0.625
"AMOZOC, PUEBLA",93501,,14,2,0.14285714285714285,16,10,0.625
TECATE,20301,TCTE 203 MUE ENCINOS,17,2,0.11764705882352941,21,13,0.6190476190476191
VERACRUZ VER,657002,VRCZ 6570 ROP PLAZA MANGOS,17,5,0.29411764705882354,21,13,0.6190476190476191
"APODACA, N.L.",24802,,13,1,0.07692307692307693,13,8,0.6153846153846154
"TIZAYUCA, HIDALGO",773301,TZYC 7733 MUE TIZARA,13,1,0.07692307692307693,13,8,0.6153846153846154
CADEREYTA DE MONTES,777801,,13,2,0.15384615384615385,13,8,0.6153846153846154
ECATEPEC DE MOR,40701,ECTP 407 MUE CENTRAL,13,0,0,13,8,0.6153846153846154
MIGUEL HGO D.F.,19301,MHGO 193 MUE TACUBA,13,1,0.07692307692307693,13,8,0.6153846153846154
TULTEPEC,94302,TTPC 943 ROP HACIENDA,12,2,0.16666666666666666,13,8,0.6153846153846154
"TEQUILA, JALISCO",116001,TQLA 1160 MUE TEQUILA,12,1,0.08333333333333333,13,8,0.6153846153846154
ECATEPEC DE MOR,40701,,13,0,0,13,8,0.6153846153846154
"GUANAJUATO, GTO",47302,GJTO 473 ROP ALHONDIGA,14,0,0,13,8,0.6153846153846154
"LEON, GTO.",78002,LEON 780 ROP GALERIAS LAS TORR,14,1,0.07142857142857142,13,8,0.6153846153846154
MARTINEZ DE TOR,777901,MZDT 7779 MUE PEDRO BELLI,12,2,0.16666666666666666,13,8,0.6153846153846154
"MUZQUIZ, COAH",762501,,12,0,0,13,8,0.6153846153846154
"IRAPUATO, GTO.",129301,IRPT 1293 MUE PLAZA SAN ROQUE,12,1,0.08333333333333333,13,8,0.6153846153846154
VERACRUZ VER,137902,,13,1,0.07692307692307693,13,8,0.6153846153846154
"GOMEZ PAL, DGO.",9602,,12,1,0.08333333333333333,13,8,0.6153846153846154
"HERMOSILLO, SON",1801,,13,0,0,13,8,0.6153846153846154
VERACRUZ VER,137902,VRCZ 1379 ROP RIO MEDIO,12,1,0.08333333333333333,13,8,0.6153846153846154
"RIO GRANDE, OAX",764802,RIOG 7648 ROP AV PUEBLA,14,0,0,13,8,0.6153846153846154
PUERTO ESCONDIDO,94701,,26,1,0.038461538461538464,26,16,0.6153846153846154
"SALTILLO, COAH.",31502,,12,4,0.3333333333333333,13,8,0.6153846153846154
PUERTO ESCONDIDO,94701,PTOE MUE AVENIDA OAXACA,26,3,0.11538461538461539,26,16,0.6153846153846154
"SALTILLO, COAH.",5101,,13,0,0,13,8,0.6153846153846154
"JUANACATLAN,JAL",793502,,11,2,0.18181818181818182,13,8,0.6153846153846154
"CORDOBA, VER.",114501,CRDB 1145 MUE SANTA LETICIA,12,1,0.08333333333333333,13,8,0.6153846153846154
SAN LUIS POTOSI,796101,,13,0,0,13,8,0.6153846153846154
NAUCALPAN EDO MEX,105601,,14,1,0.07142857142857142,13,8,0.6153846153846154
"ACAMBAY, EDTO DE MEX",794201,ACBY 7942 MUE PANAMERICANA,12,1,0.08333333333333333,13,8,0.6153846153846154
"TEQUILA, JALISCO",116001,,12,0,0,13,8,0.6153846153846154
GENERAL ESCOBED,18801,GESC 188 MUE SENDERO NORTE,11,1,0.09090909090909091,13,8,0.6153846153846154
"AHUALULCO DE ME, JAL",120801,,14,0,0,13,8,0.6153846153846154
FELIPE CARRILLO PUER,96102,,12,1,0.08333333333333333,13,8,0.6153846153846154
"MONTERREY, N.L.",101301,MTRY 1013 MUE CENTRIKA,12,1,0.08333333333333333,13,8,0.6153846153846154
"MAZATLAN, SIN.",112302,,15,1,0.06666666666666667,13,8,0.6153846153846154
MARTINEZ DE TOR,777901,,14,0,0,13,8,0.6153846153846154
NAUCALPAN EDO MEX,105602,NCPN 1056 ROP SAN AGUSTIN,11,2,0.18181818181818182,13,8,0.6153846153846154
"ACAMBAY, EDTO DE MEX",794201,,12,0,0,13,8,0.6153846153846154
MOTUL,36702,MTUL 367 ROP CALLE 28,14,1,0.07142857142857142,13,8,0.6153846153846154
"ALVARADO, VERACRUZ",92501,,12,1,0.08333333333333333,13,8,0.6153846153846154
"CAMARGO, CHI",115101,,12,1,0.08333333333333333,13,8,0.6153846153846154
LAGOS DE MORENO,4102,,15,0,0,13,8,0.6153846153846154
"MERIDA, YUCATAN",19602,MRDA 196 ROP PLAZA DORADA,12,3,0.25,13,8,0.6153846153846154
NAUCALPAN EDO MEX,105602,,14,1,0.07142857142857142,13,8,0.6153846153846154
MIGUEL HGO D.F.,19301,,14,0,0,13,8,0.6153846153846154
"HUIXQUILUCAN,EDO MEX",779501,,13,3,0.23076923076923078,13,8,0.6153846153846154
S JOSE DEL CABO,666802,,15,1,0.06666666666666667,18,11,0.6111111111111112
CABO SAN LUCAS,110701,,17,0,0,18,11,0.6111111111111112
GUSTAVO A MADERO DF,80202,GAMD ROP 802 LA VILLA,15,0,0,18,11,0.6111111111111112
SAN MARTIN T. P,10902,SNMT 109 ROP 16 DE SEPT II,19,1,0.05263157894736842,18,11,0.6111111111111112
"URUAPAN, MICH.",6902,,17,1,0.058823529411764705,18,11,0.6111111111111112
"NOGALES, SONORA",6302,,18,1,0.05555555555555555,18,11,0.6111111111111112
"GUAYMAS, SONORA",4602,,18,0,0,18,11,0.6111111111111112
"CINTALAPA, CHIAPAS",87801,,18,1,0.05555555555555555,18,11,0.6111111111111112
LA CRUZ DE ELOT,34202,LCRZ 342 ROP AGUILAR,18,0,0,18,11,0.6111111111111112
TUXTLA GUTIERRE,33501,TXGT 335 MUE CENTRAL PONIENTE,15,1,0.06666666666666667,18,11,0.6111111111111112
LA CRUZ DE ELOT,34202,,18,1,0.05555555555555555,18,11,0.6111111111111112
"NOGALES, SONORA",6302,NGLS 63 ROP ELIAS C II,18,0,0,18,11,0.6111111111111112
"TIJUANA, BCN",34101,,14,2,0.14285714285714285,18,11,0.6111111111111112
"PALENQUE, CHIAPAS",42902,PLNQ 429 ROP VELAZCO,25,1,0.04,23,14,0.6086956521739131
MARTINEZ DE TOR,106201,,21,0,0,23,14,0.6086956521739131
STA ANA CHIAUTE,38701,,22,1,0.045454545454545456,23,14,0.6086956521739131
BENITO JUAREZ QROO,27002,,28,2,0.07142857142857142,28,17,0.6071428571428571
"ACATIC, JAL",111602,ACTC 1116 ROP JUAREZ,5,0,0,5,3,0.6
TEXCOCO EDO MEX,25301,TXCC 253 MUE PZA LA MORENA,20,2,0.1,20,12,0.6
"PACHUCA,HIDALGO",143801,,11,2,0.18181818181818182,10,6,0.6
"AXOCHIAPAN, MOR",123001,,13,0,0,15,9,0.6
"ZAMORA, MICH.",19502,ZMRA 195 ROP 5 DE MAYO,14,2,0.14285714285714285,15,9,0.6
"MINERAL DE LA R,HGO",798001,MNRL 7980 MUE MINERAL DE REFOR,5,0,0,5,3,0.6
ZUMPANGO EDO MEXICO,88101,ZPGO 881 MUE PLAZA ZUMPANGO,15,1,0.06666666666666667,15,9,0.6
"TECAMAC, EDO ME",300491,TCMC INVENTARIOS ZONA I,5,0,0,5,3,0.6
"TECAMAC, EDO ME",34901,TCMC 349 MUE 5 DE MAYO,15,1,0.06666666666666667,15,9,0.6
"MINERAL DE LA R,HGO",798001,,5,0,0,5,3,0.6
"RIO BRAVO, TAM",300608,,4,0,0,5,3,0.6
"APASEO EL ALTO, GTO",799701,,5,0,0,5,3,0.6
HUEJUTLA DE REYES,785401,,5,0,0,5,3,0.6
"TALA, JAL",117902,TALA 1179 ROP PEDRO MORENO,16,0,0,15,9,0.6
V D SANTIAGO GT,668401,#N/A,5,1,0.2,5,3,0.6
"TECAMAC, EDO ME",34901,,15,0,0,15,9,0.6
TIERRA BLANCA,787701,,4,1,0.25,5,3,0.6
SAN LUIS POTOSI,300645,SNLP INVENTARIOS ZONA II,4,0,0,5,3,0.6
"COATEPEC, VER",350101,,5,0,0,5,3,0.6
"ZAPOPAN, JAL.",782201,ZPPN 7822 MUE LA PERLA,11,0,0,10,6,0.6
"LEON, GTO.",102401,LEON 1024 MUE ECHEVESTE,13,1,0.07692307692307693,15,9,0.6
"COATEPEC, VER",350101,COTP ZONA,5,0,0,5,3,0.6
"PUENTE DE IXTLA, MOR",669601,,5,0,0,5,3,0.6
"LEON, GTO.",5801,LEON 58 MUE REFORMA,13,2,0.15384615384615385,15,9,0.6
"PUEBLA, PUEBLA.",666201,,5,0,0,5,3,0.6
"ORIZABA, VER.",653701,ORZB 6537 MUE PONIENTE 7,11,0,0,10,6,0.6
"HERMOSILLO, SON",126402,HLLO 1264 ROP LOPEZ PORTILLO,14,0,0,15,9,0.6
"QUERETARO, QRO.",5901,,25,0,0,25,15,0.6
CULIACAN SIN.,401,CLCN 4 MUE OBREGON,1,0,0,5,3,0.6
"AXOCHIAPAN, MOR",123001,AXCH 1230 MUE ZARAGOZA,13,0,0,15,9,0.6
ACOLMAN,779702,,12,0,0,20,12,0.6
AMECAMECA EDO M,86802,,15,2,0.13333333333333333,15,9,0.6
"TORREON, COAH.",301203,,7,0,0,5,3,0.6
"HERMOSILLO, SON",126402,,14,0,0,15,9,0.6
"PUEBLA, PUEBLA.",666201,PBLA 6662 MUE PUEBLA II (CAPU),5,1,0.2,5,3,0.6
"GUAYMAS, SONORA",674002,,14,2,0.14285714285714285,5,3,0.6
"TOLUCA, EDO MEX",6402,,19,1,0.05263157894736842,20,12,0.6
SAN JUAN D RIO,663601,,5,0,0,5,3,0.6
"PUEBLA, PUEBLA.",13902,PBLA 139 ROP TORRECILLAS,16,4,0.25,20,12,0.6
"QUERETARO, QRO.",5901,QRTO 59 MUE ZARAGOZA II,25,2,0.08,25,15,0.6
"ZARAGOZA, PUE",130502,,9,2,0.2222222222222222,10,6,0.6
"ZACAPU, MICHOAC",34001,,15,1,0.06666666666666667,15,9,0.6
VENUSTIANO C.DF,49101,VCZA 491 MUE COPPEL DIGITAL JA,4,0,0,5,3,0.6
LA CRUZ DE ELOT,80302,,1,0,0,5,3,0.6
"TOLUCA, EDO MEX",87201,,18,0,0,20,12,0.6
TLAQUEPAQUE,331403,,4,1,0.25,5,3,0.6
"MERIDA, YUCATAN",43202,MRDA 432 ROP PLAZA SENDERO,22,3,0.13636363636363635,25,15,0.6
"ASCENSION, CHIH",658501,ASON 1585 MUE SAN LUIS,9,0,0,10,6,0.6
"COMALCALCO, TAB",757301,,5,0,0,5,3,0.6
IZTAPALAPA D.F.,33202,IZTP 332 ROP PURISIMA,12,1,0.08333333333333333,15,9,0.6
"JUCHITAN DE Z, OAXAC",45002,JCHZ 450 ROP 2 DE ABRIL,18,0,0,15,9,0.6
"ISLA, VERACRUZ",668901,ISLA 6689 MUE ISLA,5,0,0,5,3,0.6
"PUEBLA, PUEBLA.",795701,,4,0,0,5,3,0.6
ACAJETE,118902,,15,0,0,15,9,0.6
IZTACALCO D.F,90502,IZTC 905 ROP TEZONTLE,14,0,0,15,9,0.6
ZUMPANGO EDO MEXICO,38901,,20,0,0,20,12,0.6
"CAMPECHE, CAMPE",795601,CMPE 7956 MUE CAMPECHE,5,0,0,5,3,0.6
"PUENTE DE IXTLA, MOR",669601,PTIX 6696 MUE PUENTE D IXTLA I,5,0,0,5,3,0.6
"CAMARGO, CHI",115102,CMGO 1151 ROP SANTA ROSALIA,15,1,0.06666666666666667,15,9,0.6
"RIO BRAVO, TAM",300608,RBVO INVENTARIOS ZONA I,4,0,0,5,3,0.6
